row_no,logline,parsed_logline,parameter_list,month,day,time,host,process_name,process_subtype,process_pid,remote_host,user_value,tty,tt,anomaly_label,anomaly_score,is_anomaly
1123,Jul 10 13:17:22 combo ftpd[30288]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30288]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30288,,,,,1,-5.652563616167193,False
1124,Jul 10 13:17:22 combo ftpd[30284]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30284]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30284,,,,,1,-5.655390687422489,False
1125,Jul 10 13:17:22 combo ftpd[30290]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30290]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30290,,,,,1,-5.651149818606363,False
1126,Jul 10 13:17:22 combo ftpd[30294]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30294]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30294,,,,,1,-5.648321699695394,False
1127,Jul 10 13:17:22 combo ftpd[30296]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30296]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30296,,,,,1,-5.646907378376078,False
1128,Jul 10 13:17:22 combo ftpd[30283]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30283]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30283,,,,,1,-5.656097346086241,False
1129,Jul 10 13:17:22 combo ftpd[30285]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30285]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30285,,,,,1,-5.654683985096796,False
1130,Jul 10 13:17:22 combo ftpd[30289]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30289]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30289,,,,,1,-5.6518567392129455,False
1131,Jul 10 13:17:22 combo ftpd[30286]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30286]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30286,,,,,1,-5.65397723911105,False
1132,Jul 10 13:17:22 combo ftpd[30297]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30297]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30297,,,,,1,-5.6462001522572365,False
1133,Jul 10 13:17:22 combo ftpd[30287]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30287]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30287,,,,,1,-5.65327044946725,False
1134,Jul 10 13:17:22 combo ftpd[30298]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30298]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30298,,,,,1,-5.645492882501493,False
1135,Jul 10 13:17:22 combo ftpd[30291]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Jul * * combo * connection from * * at * Jul * * 2005,"['10', '13:17:22', 'ftpd[30291]:', '220.94.205.45', '()', 'Sun', '10', '13:17:22']",Jul,10,13:17:22,combo,ftpd,,30291,,,,,1,-5.65044285434935,False
1136,Jul 10 16:01:43 combo sshd(pam_unix)[30530]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:43', 'sshd(pam_unix)[30530]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:43,combo,sshd,pam_unix,30530,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3404263328214938,False
1137,Jul 10 16:01:44 combo sshd(pam_unix)[30532]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:44', 'sshd(pam_unix)[30532]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:44,combo,sshd,pam_unix,30532,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.33892693944176955,False
1138,Jul 10 16:01:45 combo sshd(pam_unix)[30534]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:45', 'sshd(pam_unix)[30534]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:45,combo,sshd,pam_unix,30534,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.33742738532040306,False
1139,Jul 10 16:01:45 combo sshd(pam_unix)[30535]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:45', 'sshd(pam_unix)[30535]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:45,combo,sshd,pam_unix,30535,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.33667754798793226,False
1140,Jul 10 16:01:46 combo sshd(pam_unix)[30536]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:46', 'sshd(pam_unix)[30536]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:46,combo,sshd,pam_unix,30536,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3359276704776448,False
1141,Jul 10 16:01:47 combo sshd(pam_unix)[30540]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:47', 'sshd(pam_unix)[30540]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:47,combo,sshd,pam_unix,30540,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.33292775870825153,False
1142,Jul 10 16:01:48 combo sshd(pam_unix)[30542]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:48', 'sshd(pam_unix)[30542]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:48,combo,sshd,pam_unix,30542,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3314275618218758,False
1143,Jul 10 16:01:48 combo sshd(pam_unix)[30544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:48', 'sshd(pam_unix)[30544]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:48,combo,sshd,pam_unix,30544,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3299272042945418,False
1144,Jul 10 16:01:48 combo sshd(pam_unix)[30546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:48', 'sshd(pam_unix)[30546]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:48,combo,sshd,pam_unix,30546,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.32842668614636494,False
1145,Jul 10 16:01:49 combo sshd(pam_unix)[30548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:49', 'sshd(pam_unix)[30548]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:49,combo,sshd,pam_unix,30548,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3269260073974607,False
1146,Jul 10 16:01:56 combo sshd(pam_unix)[30550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:56', 'sshd(pam_unix)[30550]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:56,combo,sshd,pam_unix,30550,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3254251680679374,False
1147,Jul 10 16:01:57 combo sshd(pam_unix)[30552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:57', 'sshd(pam_unix)[30552]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:57,combo,sshd,pam_unix,30552,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.32392416817799585,False
1148,Jul 10 16:01:58 combo sshd(pam_unix)[30554]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:58', 'sshd(pam_unix)[30554]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:58,combo,sshd,pam_unix,30554,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.32242300774774435,False
1149,Jul 10 16:01:58 combo sshd(pam_unix)[30555]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:58', 'sshd(pam_unix)[30555]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:58,combo,sshd,pam_unix,30555,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.32167236733625515,False
1150,Jul 10 16:01:59 combo sshd(pam_unix)[30558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:59', 'sshd(pam_unix)[30558]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:59,combo,sshd,pam_unix,30558,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.31942020534670945,False
1151,Jul 10 16:01:59 combo sshd(pam_unix)[30560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:01:59', 'sshd(pam_unix)[30560]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:01:59,combo,sshd,pam_unix,30560,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3179185634162991,False
1152,Jul 10 16:02:01 combo sshd(pam_unix)[30562]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:01', 'sshd(pam_unix)[30562]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:01,combo,sshd,pam_unix,30562,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.31641676102601934,False
1153,Jul 10 16:02:01 combo sshd(pam_unix)[30564]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:01', 'sshd(pam_unix)[30564]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:01,combo,sshd,pam_unix,30564,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3149147981961775,False
1154,Jul 10 16:02:01 combo sshd(pam_unix)[30566]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:01', 'sshd(pam_unix)[30566]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:01,combo,sshd,pam_unix,30566,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3134126749467683,False
1155,Jul 10 16:02:02 combo sshd(pam_unix)[30568]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:02', 'sshd(pam_unix)[30568]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:02,combo,sshd,pam_unix,30568,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.31191039129799236,False
1156,Jul 10 16:02:08 combo sshd(pam_unix)[30570]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:08', 'sshd(pam_unix)[30570]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:08,combo,sshd,pam_unix,30570,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3104079472700718,False
1157,Jul 10 16:02:09 combo sshd(pam_unix)[30572]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:09', 'sshd(pam_unix)[30572]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:09,combo,sshd,pam_unix,30572,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3089053428830226,False
1158,Jul 10 16:02:10 combo sshd(pam_unix)[30574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:10', 'sshd(pam_unix)[30574]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:10,combo,sshd,pam_unix,30574,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3074025781569887,False
1159,Jul 10 16:02:10 combo sshd(pam_unix)[30575]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:10', 'sshd(pam_unix)[30575]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:10,combo,sshd,pam_unix,30575,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3066511356732491,False
1160,Jul 10 16:02:12 combo sshd(pam_unix)[30580]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:12', 'sshd(pam_unix)[30580]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:12,combo,sshd,pam_unix,30580,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3028933221470851,False
1161,Jul 10 16:02:12 combo sshd(pam_unix)[30578]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:12', 'sshd(pam_unix)[30578]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:12,combo,sshd,pam_unix,30578,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.30439656776894,False
1162,Jul 10 16:02:13 combo sshd(pam_unix)[30582]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:13', 'sshd(pam_unix)[30582]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:13,combo,sshd,pam_unix,30582,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.3013899162669347,False
1163,Jul 10 16:02:14 combo sshd(pam_unix)[30584]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:14', 'sshd(pam_unix)[30584]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:14,combo,sshd,pam_unix,30584,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.29988635014866105,False
1164,Jul 10 16:02:14 combo sshd(pam_unix)[30585]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:14', 'sshd(pam_unix)[30585]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:14,combo,sshd,pam_unix,30585,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2991345070064497,False
1165,Jul 10 16:02:14 combo sshd(pam_unix)[30588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:14', 'sshd(pam_unix)[30588]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:14,combo,sshd,pam_unix,30588,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2968787372782131,False
1166,Jul 10 16:02:21 combo sshd(pam_unix)[30590]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:21', 'sshd(pam_unix)[30590]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:21,combo,sshd,pam_unix,30590,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.29537469056640475,False
1167,Jul 10 16:02:21 combo sshd(pam_unix)[30592]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:21', 'sshd(pam_unix)[30592]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:21,combo,sshd,pam_unix,30592,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.29387048369711977,False
1168,Jul 10 16:02:23 combo sshd(pam_unix)[30595]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:23', 'sshd(pam_unix)[30595]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:23,combo,sshd,pam_unix,30595,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.29161387314192666,False
1169,Jul 10 16:02:23 combo sshd(pam_unix)[30594]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:23', 'sshd(pam_unix)[30594]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:23,combo,sshd,pam_unix,30594,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2923661166904594,False
1170,Jul 10 16:02:24 combo sshd(pam_unix)[30598]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:24', 'sshd(pam_unix)[30598]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:24,combo,sshd,pam_unix,30598,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.28935690234580136,False
1171,Jul 10 16:02:25 combo sshd(pam_unix)[30599]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:25', 'sshd(pam_unix)[30599]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:25,combo,sshd,pam_unix,30599,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.288604498705304,False
1172,Jul 10 16:02:26 combo sshd(pam_unix)[30602]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:26', 'sshd(pam_unix)[30602]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:26,combo,sshd,pam_unix,30602,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2863470476937806,False
1173,Jul 10 16:02:27 combo sshd(pam_unix)[30604]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:27', 'sshd(pam_unix)[30604]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:27,combo,sshd,pam_unix,30604,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2848418803029915,False
1174,Jul 10 16:02:27 combo sshd(pam_unix)[30605]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:27', 'sshd(pam_unix)[30605]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:27,combo,sshd,pam_unix,30605,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2840892366001526,False
1175,Jul 10 16:02:27 combo sshd(pam_unix)[30607]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:27', 'sshd(pam_unix)[30607]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:27,combo,sshd,pam_unix,30607,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.28258382919242564,False
1176,Jul 10 16:02:33 combo sshd(pam_unix)[30610]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:33', 'sshd(pam_unix)[30610]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:33,combo,sshd,pam_unix,30610,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2803254181132928,False
1177,Jul 10 16:02:34 combo sshd(pam_unix)[30612]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:34', 'sshd(pam_unix)[30612]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:34,combo,sshd,pam_unix,30612,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2788196107782923,False
1178,Jul 10 16:02:35 combo sshd(pam_unix)[30614]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:35', 'sshd(pam_unix)[30614]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:35,combo,sshd,pam_unix,30614,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2773136435076964,False
1179,Jul 10 16:02:35 combo sshd(pam_unix)[30615]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:35', 'sshd(pam_unix)[30615]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:35,combo,sshd,pam_unix,30615,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2765605999028935,False
1180,Jul 10 16:02:36 combo sshd(pam_unix)[30618]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:36', 'sshd(pam_unix)[30618]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:36,combo,sshd,pam_unix,30618,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.27430122924052824,False
1181,Jul 10 16:02:37 combo sshd(pam_unix)[30620]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:37', 'sshd(pam_unix)[30620]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:37,combo,sshd,pam_unix,30620,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2727947822842651,False
1182,Jul 10 16:02:39 combo sshd(pam_unix)[30622]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:39', 'sshd(pam_unix)[30622]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:39,combo,sshd,pam_unix,30622,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.27128817547318107,False
1183,Jul 10 16:02:39 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jul', '10', '16:02:39', 'sshd(pam_unix)[30624]:', 'rhost=150.183.249.110', 'user=root']",Jul,10,16:02:39,combo,sshd,pam_unix,30624,150.183.249.110,root,NODEVssh,NODEVssh,1,-0.2697814088274839,False
